Motif_id	Feature_1	Feature_2	Feature_3	Feature_4	Feature_5	Feature_6	Feature_7	Feature_8	Feature_9	Feature_10	Feature_11	Feature_12	Feature_13	Feature_14	Feature_15	Feature_16	Feature_17	Feature_18	Feature_19	Feature_20	Feature_21	Feature_22	Feature_23	Feature_24	Feature_25	Feature_26	Feature_27	Feature_28	Feature_29	Feature_30	Feature_31	Feature_32	Feature_33	Feature_34	Feature_35	Feature_36	Feature_37	Feature_38	Feature_39	Feature_40	Feature_41	Feature_42	Feature_43	Feature_44	Feature_45	Feature_46	Feature_47	Feature_48	Feature_49	Feature_50	Feature_51	Feature_52	Feature_53	Feature_54	Feature_55	Feature_56	Feature_57	Feature_58	Feature_59	Feature_60	Feature_61	Feature_62	Feature_63	Feature_64	Feature_65	Feature_66	Feature_67	Feature_68	Feature_69	Feature_70	Feature_71	Feature_72	Feature_73	Feature_74	Feature_75	Feature_76	Feature_77	Feature_78	Feature_79	Feature_80	Feature_81	Feature_82	Feature_83	Feature_84	Feature_85	Feature_86	Feature_87	Feature_88	Feature_89	Feature_90	Feature_91	Feature_92	Feature_93	Feature_94	Feature_95	Feature_96	Feature_97	Feature_98	Feature_99	Feature_100	Feature_101	Feature_102	Feature_103	Feature_104	Feature_105	Feature_106	Feature_107	Feature_108	Feature_109	Feature_110	Feature_111	Feature_112	Feature_113	Feature_114	Feature_115	Feature_116	Feature_117	Feature_118	Feature_119	Feature_120	Feature_121	Feature_122	Feature_123	Feature_124	Feature_125	Feature_126	Feature_127	Feature_128	Family_label	Cluster_id
5AN9_N:3438-3442_3462-3466	0.871369	0.907755	2.65228	-0.036525	-0.022076	1.231446	1.205577	3.057554	0.505419	-0.015448	0.418671	-0.002114	0.774057	1.084	-0.007472	1.806264	-0.01596	1.745822	2.084909	0.714057	1.334156	-0.021562	3.529603	1.174711	0.749555	2.979174	2.711047	-0.005225	-0.014068	0.593691	2.088531	2.398875	1.074037	1.416904	-0.007808	0.861235	1.24638	-0.014878	-0.008766	-0.041063	3.63433	2.040865	-0.017265	1.336008	0.46467	1.512323	-0.003529	1.203643	-0.016147	0.030949	3.672278	-0.016711	0.229952	2.417145	2.109362	-0.015139	-0.021751	2.262584	-0.025692	-0.012759	-0.012593	0.373085	1.307352	2.841426	2.047991	-0.008763	-0.007497	-0.013282	-0.000437	-0.015242	0.819564	-0.009592	-0.023777	0.36996	-0.011693	1.303994	2.493073	0.919042	1.612123	-0.011006	0.877216	1.026832	0.670866	0.815351	-0.004392	-0.015819	1.395649	1.553128	-0.007559	0.748778	-0.00338	0.108708	0.42449	1.718734	-0.006627	-0.006226	-0.009636	0.11748	-0.002093	0.60582	0.173035	-0.013171	0.454603	0.090931	0.074981	0.18399	-0.02021	1.165795	-0.001162	1.247475	1.586757	2.642883	0.262891	-0.003066	-0.016189	1.351915	0.585636	2.607537	-0.005988	-0.013209	-0.011965	-0.012061	0.252046	0.874196	-0.013045	-0.002758	0.249373	-0.00767	IL	195
6HIW_CA:552-553_580-582	-0.018021	-0.005782	-0.005278	-0.024922	-0.013301	-0.001173	1.969002	-0.008864	-0.008261	-0.026735	0.142027	0.883642	0.004717	-0.002888	0.682771	-0.01171	-0.014553	-0.010051	-0.037466	-0.0108	0.392985	0.247995	-0.015753	-0.008929	0.288036	-0.010262	-0.016118	-0.030925	-0.025926	-0.007493	-0.01299	-0.015402	-0.002047	2.598176	-0.002629	-0.006772	0.117925	-0.035874	-0.015087	-0.021833	3.720058	-0.006087	-0.044177	2.239161	3.819818	0.200379	2.449655	2.528396	-0.007226	-0.023104	1.383269	0.621607	1.09844	-0.004741	-0.004536	-0.001015	-0.000517	0.632665	2.131572	-0.005051	-0.00421	0.575281	-0.010309	0.960151	-0.01966	2.288443	2.077699	0.386707	-0.015261	-0.010562	0.62166	-0.037682	-0.019202	0.344099	-0.01818	3.599484	-0.012818	-0.009632	0.095657	1.730759	0.719367	1.592074	-0.020285	1.751768	1.765842	1.989497	-0.008594	-0.000702	0.226619	1.524545	0.102191	2.215672	-0.025252	2.295042	-0.014892	3.462539	1.398759	-0.009997	-0.010072	3.151455	-0.016548	-0.018078	-0.007614	-0.014003	3.64843	2.078387	-0.020469	-0.012164	-0.015038	2.353437	0.02963	2.176827	-0.014291	-0.023006	-0.004243	-0.008346	-0.019448	-0.00414	-0.004547	0.688174	-0.010142	-0.007237	4.526681	-0.045669	-0.016605	-0.016508	-0.034105	-0.009527	IL	384
6FYY_2:37-40_464-468	-0.012612	-0.020792	-0.013331	-0.026562	0.183871	-0.008378	2.219232	-0.018227	-0.008639	-0.033157	0.185436	-0.000575	0.304344	1.785635	1.538393	-0.00198	-0.004467	-0.020049	-0.024253	-0.017453	-0.008387	-0.006506	-0.003772	-0.004498	0.986656	-0.003415	-0.010768	-0.032057	-0.011142	-0.01146	-0.001876	-0.013696	0.465667	2.091809	-0.002731	0.897116	-0.009247	-0.018704	-0.022453	-0.04731	3.018717	-0.016237	-0.032287	1.996489	4.225787	-0.001374	2.325278	1.916611	-0.018447	-0.021135	1.568909	0.559846	0.78697	-0.002608	-0.007771	0.086454	0.229551	0.460914	1.820298	-0.014238	0.688984	-0.003268	-0.003206	-0.00294	-0.013377	4.253487	2.765417	0.436509	-0.01974	-0.001047	-0.007246	-0.021708	-0.012006	1.77279	-0.013837	3.214776	-0.019656	-0.022773	0.259444	-0.009138	1.340013	1.770267	-0.014468	2.696187	2.218319	0.823153	-0.002387	0.487137	-0.008643	0.68426	-0.00396	-0.006505	-0.027263	-0.0012	-0.003331	5.628384	1.297411	-0.002211	-0.015853	2.418972	-0.006341	-0.023055	-0.004115	-0.003046	3.535221	3.133304	-0.03786	-0.013282	-0.020879	1.927735	1.171361	-0.001856	0.464027	-0.0057	-0.000615	-0.005926	-0.010799	0.97176	-0.00192	1.477099	-0.011703	-0.005914	4.885266	-0.045949	-0.01091	-0.02064	-0.020168	0.716421	IL	113
3DIL_A:37-40_53-54	-0.021641	-0.001955	0.062083	-0.047214	-0.018764	0.204204	2.427872	-0.008514	0.082001	-0.035811	-0.00099	0.055543	0.296432	0.101152	0.438115	-0.009162	-0.011725	-0.016569	-0.040768	-0.017125	0.327105	0.558237	-0.007311	-0.002753	-0.001787	-0.007192	-0.011759	-0.049798	-0.030785	-0.008072	-0.010206	-0.010115	0.945662	2.53991	-0.008331	-0.00643	0.474755	-0.042112	-0.014109	-0.041432	4.584131	-0.002844	-0.065585	2.970927	3.877446	0.5476	2.666146	2.03324	-0.013297	-0.029243	2.471586	0.896002	1.077659	-0.004442	-0.00236	-0.004005	-0.002497	0.26226	3.37671	0.389644	0.200201	0.241891	-0.013314	1.33523	-0.024521	2.122965	2.177852	1.599363	-0.02192	-0.017561	0.81116	-0.038157	-0.016735	0.499054	-0.015784	5.051835	-0.023093	-0.015307	-0.000563	1.236016	-0.001529	1.921478	-0.0282	3.039918	2.297888	1.507608	-0.011679	-0.003283	-0.008191	1.538466	0.018054	2.285642	-0.027497	2.650645	-0.007995	4.558652	2.020279	-0.005773	-0.009295	3.488246	-0.020928	-0.019564	-0.003736	-0.009739	3.062808	2.944093	-0.032957	-0.022617	-0.013074	1.755282	1.436183	2.619361	-0.0005	-0.018156	-0.000112	-0.015652	-0.019786	-0.008481	-0.005365	1.438876	-0.016811	-0.000195	5.508004	-0.066324	-0.015789	-0.022861	-0.035403	-0.006969	IL	30
3J7P_S2:1414-1422_1454-1463	-0.014063	-0.097426	5.115123	4.279251	3.732884	2.774253	-0.093609	4.807333	8.257007	-0.015007	-0.047498	8.563415	0.453752	2.249032	-0.038578	1.342664	1.421866	3.283827	9.165104	-0.002229	0.012518	6.576092	-0.043787	8.144219	1.125933	4.935792	6.292675	0.476773	11.103087	1.279448	3.24529	-0.000772	1.79362	-0.114224	3.495511	5.312065	1.620249	9.988591	-0.029658	2.415062	-0.079481	1.917433	0.87643	6.256985	0.06556	-0.056467	1.993469	-0.038147	0.810751	8.859197	-0.006787	1.565666	-0.018666	-0.062762	1.948447	1.585491	-0.087145	-0.01688	-0.057398	4.109386	5.898176	-0.047726	-0.062742	2.189884	2.508106	-0.015047	-0.020466	0.802091	-0.051851	-0.116275	0.697874	10.4752	2.889538	8.725654	14.946083	-0.074311	-0.028166	0.709842	-0.02319	-0.033708	-0.003733	-0.00782	11.971127	1.649919	-0.102891	-0.012989	6.641109	2.683775	-0.012403	2.919307	2.870617	-0.012877	9.775451	-0.052987	5.083248	-0.076544	-0.027769	5.161859	0.423333	-0.068781	5.3681	15.735763	2.340913	1.849836	-0.035984	-0.089203	-0.001408	3.937768	2.207622	-0.03969	-0.002414	-0.023311	10.767783	7.409251	1.684265	-0.041622	-0.035293	8.401151	1.492577	0.552357	4.868344	2.233632	-0.098078	3.085399	3.98485	0.513339	11.733398	4.434935	IL	276
4V9F_9:74-80_100-105	-0.00712	-0.019934	-0.027665	5.963202	2.30801	-0.012796	-0.010696	-0.016642	-0.037179	4.739021	0.898597	-0.003743	-0.016919	-0.017919	-0.016364	-0.008613	0.197438	-0.006027	-0.015662	0.189578	-0.016978	2.05254	-0.01594	-0.005694	-0.008849	-0.035135	-0.007104	4.471218	-0.015267	-0.010526	-0.004001	0.302575	-0.016036	-0.014594	-0.012562	-0.008506	-0.008376	0.932708	-0.009055	6.111335	-0.030793	-0.015097	4.852163	-0.034259	-0.021783	-0.017751	-0.012177	-0.005915	0.304565	-0.008424	-0.02665	-0.005038	-0.014061	-0.014068	-0.012601	-0.003323	2.178027	-0.025394	-0.009559	-0.010717	-0.010062	-0.013135	-0.007584	-0.024256	-0.010406	-0.022642	-0.017636	-0.003094	1.543978	4.174336	-0.012091	-0.006645	-0.01402	-0.012724	-0.021437	-0.03403	1.255817	0.902445	-0.014867	2.190191	-0.011926	-0.016046	-0.015091	-0.018981	-0.010258	2.546267	-0.011188	-0.013622	-0.004499	-0.022468	0.961932	-0.01577	0.979616	-0.019921	-0.003274	-0.022137	-0.018723	-0.014547	0.671177	-0.01104	-0.003535	-0.012622	-0.005598	0.124066	-0.006157	-0.013717	2.872431	-0.008538	-0.001754	-0.012567	-0.009978	-0.004701	-0.020747	-0.023656	-0.010154	-0.009818	-0.014094	-0.015925	-0.004423	-0.019342	1.108386	-0.007896	-0.004349	2.630462	2.110127	1.664587	-0.005871	-0.017393	IL	394
4Y4O_2A:40-41_459-461	-0.019881	-0.009082	-0.011276	-0.036507	-0.015387	-0.005266	2.472365	-0.010165	-0.007351	-0.036633	0.774067	0.515421	0.792535	0.00961	0.914737	-0.014573	-0.007825	-0.021895	-0.040881	-0.01652	0.016829	0.804894	-0.016234	-0.013568	0.519881	-0.011915	-0.020908	-0.048713	-0.023821	-0.010407	-0.014354	-0.022476	1.036918	3.057535	-0.005121	0.087289	0.526937	-0.036331	-0.014457	-0.040347	4.859402	-0.009032	-0.062242	2.561225	5.527832	-0.004811	3.205282	2.799654	-0.015774	-0.028719	2.431691	1.709597	0.627272	-0.006743	-0.006369	0.481301	0.375717	-0.001965	3.849609	0.252979	0.405349	0.671894	-0.003942	0.596179	-0.028272	3.731528	3.569961	1.627984	-0.024365	-0.020421	0.079744	-0.043492	-0.0178	1.722941	-0.018121	4.661399	-0.020756	-0.01519	-0.000089	0.637842	0.563427	2.575739	-0.027133	2.614386	2.831783	2.135337	-0.010117	0.234286	-0.008792	1.345194	-0.001181	1.954233	-0.030633	2.290234	-0.007521	6.293001	1.844884	-0.012443	-0.013997	3.971993	-0.022197	-0.021712	-0.008352	-0.007629	5.024165	3.508714	-0.033155	-0.023622	-0.013326	3.922747	0.840572	1.681717	-0.006034	-0.021065	0.067244	-0.01551	-0.017935	0.002573	0.186915	2.135125	-0.015295	-0.002625	5.636286	-0.061922	-0.019576	-0.020877	-0.039295	-0.00275	IL	46
4V5O_BA:1468-1469_1478-1480	-0.015455	-0.006039	-0.004236	-0.0393	-0.018078	-0.001207	2.301068	-0.003606	-0.008485	-0.030933	-0.00128	-0.000055	0.585103	0.065436	0.590976	-0.007334	-0.012887	-0.018158	-0.036741	-0.01329	0.531997	0.386647	-0.009742	-0.003879	0.558092	-0.004621	-0.015092	-0.047809	-0.028827	-0.008119	-0.012678	-0.013772	0.901537	2.810262	-0.007715	-0.001496	0.260567	-0.038723	-0.015794	-0.044081	4.905062	-0.005433	-0.054077	2.313304	4.861629	-0.000676	2.752978	2.258599	-0.016865	-0.026524	2.796518	0.629751	0.710254	-0.003469	-0.005128	-0.00068	-0.002194	-0.000469	3.172593	-0.002475	0.195685	0.862558	-0.005884	1.27771	-0.017887	2.890106	2.549039	1.470273	-0.018342	-0.020685	0.197126	-0.046088	-0.017942	1.503464	-0.020228	4.509018	-0.018673	-0.017078	-0.001602	0.360048	0.704821	1.885318	-0.024666	2.789816	1.972274	1.631875	-0.010156	0.321925	-0.005581	1.130418	-0.001708	1.8681	-0.029413	2.478244	-0.00481	5.092834	1.353976	-0.00908	-0.012286	3.381388	-0.0192	-0.024575	-0.010544	-0.0149	3.712728	3.188463	-0.035585	-0.015609	-0.019779	2.986968	0.549501	2.185347	-0.00486	-0.022662	0.004768	-0.009861	-0.017911	0.130178	-0.007104	1.636771	-0.015437	-0.002367	4.965992	-0.058612	-0.017412	-0.015494	-0.032349	-0.007803	IL	228
5O60_A:788-792_913-920	-0.011816	-0.015583	-0.007507	4.868207	0.380052	-0.015614	-0.011186	-0.000858	-0.011672	1.725442	-0.009212	0.767204	-0.00788	-0.011855	-0.00516	-0.013212	0.231301	-0.002796	0.580607	-0.006531	-0.018643	1.684351	-0.023073	-0.002129	-0.003093	-0.018753	-0.007768	3.109331	0.597929	-0.010544	-0.006289	-0.014923	-0.011351	-0.02742	-0.00186	0.448772	-0.001926	2.487525	-0.019035	4.426252	-0.026757	-0.019865	4.339396	-0.004131	-0.000859	-0.017914	-0.002873	-0.006529	0.712426	1.142928	-0.005706	-0.003381	-0.011054	-0.018601	-0.002745	-0.007413	1.199642	-0.012693	-0.003074	-0.007281	0.608053	-0.013188	-0.006109	-0.012974	0.458798	-0.011976	-0.000821	-0.007106	-0.000982	1.424967	-0.00727	1.463685	-0.002219	0.541807	0.937876	-0.027526	-0.004331	1.23458	-0.001624	1.506193	-0.00898	-0.010248	0.884479	-0.017068	-0.015976	0.73743	0.577945	-0.007588	0.774428	-0.009105	1.729122	-0.012302	2.189076	-0.008743	-0.004018	-0.013618	-0.014505	-0.007518	-0.004461	-0.014926	0.178161	0.641203	-0.008983	-0.002124	-0.006763	-0.01248	2.512955	0.795969	-0.000156	0.295635	-0.013381	-0.007018	-0.006408	-0.000514	-0.008961	0.035598	-0.011329	1.947074	-0.004227	0.374416	2.214551	0.419157	-0.010498	2.833213	1.436476	0.882151	1.349211	-0.000879	IL	219
6D9J_2:588-594_1007-1008	-0.01832	1.602372	2.84047	-0.054467	-0.034379	1.157569	1.837113	3.343813	-0.01325	-0.040463	0.352313	-0.012021	1.557035	-0.020089	0.37809	0.718182	-0.030299	0.388747	-0.001486	-0.010317	2.31237	-0.015732	1.194615	0.391273	2.279445	2.799635	2.073238	-0.042023	-0.016368	0.005781	-0.000173	1.023739	0.656687	1.59906	-0.017011	0.954994	0.91021	-0.043578	-0.012011	-0.058229	7.534649	1.500919	-0.059175	3.516477	3.248534	0.193976	1.701376	2.691552	-0.02913	-0.014264	5.258892	-0.007434	0.816003	1.905641	1.32472	-0.001716	-0.012273	0.877429	0.378162	-0.010396	-0.009509	-0.00372	-0.005305	3.883165	-0.009906	1.326895	1.904274	-0.009537	-0.016262	-0.028523	1.358034	-0.039539	-0.02617	2.035177	-0.019667	4.595998	0.80769	-0.008262	-0.003425	0.20959	0.751335	2.351213	-0.019118	3.294874	1.280377	-0.000671	0.322508	1.734251	-0.018017	0.761926	-0.002353	0.737902	-0.016037	3.271053	-0.009814	2.827104	-0.00803	-0.002244	-0.008591	2.943329	-0.015744	-0.014382	-0.000977	-0.009991	2.456117	0.984433	-0.036339	-0.016892	-0.01511	4.048208	-0.002623	3.01427	-0.009863	-0.015114	-0.002274	-0.002814	-0.014772	2.673675	1.278879	1.198907	-0.010007	-0.000818	1.250899	-0.025122	-0.028005	-0.026665	-0.010772	-0.008275	IL	51
4V9F_0:2709-2713_2753-2755	-0.007657	-0.005373	-0.018667	-0.006578	-0.007875	0.284112	0.964699	-0.014967	-0.022019	-0.009245	-0.000836	1.564176	-0.000077	0.491628	2.186697	-0.013553	-0.013987	-0.005141	-0.022865	-0.00525	0.769661	0.207745	-0.031903	-0.013436	0.961588	-0.014826	-0.018775	-0.012375	-0.014334	-0.010568	-0.02077	-0.024597	-0.005439	1.109725	0.057323	0.462706	-0.0031	-0.020981	-0.012045	-0.010221	2.44299	-0.006593	-0.016289	2.341332	5.637549	-0.014863	1.827238	3.289133	-0.001044	-0.010504	1.436984	-0.008661	-0.006506	-0.006111	-0.012714	-0.010869	1.893324	-0.001887	3.25804	-0.016278	0.139722	1.102223	-0.001721	0.825387	-0.001995	3.509155	3.473485	-0.005826	0.019654	0.185822	-0.003587	-0.037751	-0.018723	1.789046	-0.016162	0.534128	-0.003079	-0.019838	0.427697	1.115508	2.250612	3.313045	-0.021684	1.391771	1.951902	1.862172	-0.006359	-0.002797	1.652789	1.194551	0.527607	2.24726	-0.032574	1.57367	-0.024533	4.424427	1.49981	-0.017914	-0.012713	1.702518	-0.011486	-0.015025	-0.010091	-0.018461	5.495501	1.974108	-0.006125	-0.004354	-0.012552	4.998019	-0.011507	1.320083	-0.008744	-0.016096	-0.006876	0.906986	-0.0175	0.604406	-0.004763	1.397971	0.602266	-0.001607	4.357637	-0.027312	-0.017415	-0.017066	-0.025711	-0.007964	IL	138
3J7Q_5:386-389_400-413	-0.015067	-0.024602	2.777253	6.685417	0.638393	-0.011339	-0.05464	3.719742	2.654701	2.656881	-0.040733	3.90626	0.355392	-0.019401	-0.016119	-0.005639	0.46076	6.011369	7.112165	0.883675	-0.006856	3.014601	0.603078	2.655285	3.798013	1.949854	-0.000481	4.299331	5.357041	0.869549	-0.020852	0.203528	2.995575	-0.092829	-0.006711	4.890523	2.841166	5.305723	-0.002982	3.312154	-0.034228	0.871741	5.282845	0.882556	0.373081	-0.031702	-0.008904	-0.018683	3.320349	7.265048	-0.002272	-0.038072	-0.019456	-0.028555	3.156292	-0.011435	-0.052421	-0.024902	-0.034302	1.262503	2.650668	-0.007634	-0.008357	1.894856	7.652257	-0.02089	-0.033108	-0.022933	0.317659	-0.058499	-0.007965	6.3945	0.574418	4.679223	6.983948	-0.085268	-0.015673	2.116462	-0.032105	0.268877	0.47713	0.693952	5.431834	-0.001715	-0.068589	-0.008646	5.489835	2.513264	2.9411	1.833525	1.738068	-0.006334	7.920826	-0.027804	2.11621	-0.072308	-0.018588	1.771841	-0.00104	-0.058746	4.924679	5.779114	-0.016465	-0.000348	-0.013696	-0.074481	5.068134	6.299957	3.695872	0.580554	-0.02051	-0.019356	2.450905	1.415431	-0.005749	1.778974	-0.021466	5.746171	0.380608	-0.008492	4.445764	2.639418	-0.063713	6.385253	0.901805	1.897788	8.784926	2.877106	IL	399
4V91_1:3332-3337_3367-3371	1.237434	3.04139	-0.015436	4.618793	2.477419	-0.004141	0.409631	-0.011557	-0.008015	-0.003542	-0.000721	-0.000728	-0.019219	0.294091	0.045326	-0.005297	-0.002434	0.824525	0.349684	1.029333	-0.024993	0.482106	0.452392	-0.009976	-0.007018	-0.0123	-0.009181	3.542932	-0.004211	-0.008935	-0.017622	-0.014517	0.402137	-0.008341	-0.008469	1.00114	-0.005839	1.419679	1.171999	4.303497	-0.032409	0.135283	2.130797	-0.013768	-0.016213	0.80762	-0.011298	-0.012522	2.79746	0.564023	-0.028372	-0.003482	-0.003994	1.207402	-0.002891	-0.004716	2.238265	0.269937	-0.001213	-0.006069	0.18624	0.407095	4.347662	-0.008706	3.347829	-0.006785	0.279522	1.50706	3.679728	3.846448	0.334091	0.111413	0.454558	-0.022523	-0.003395	-0.029329	1.787831	0.372146	0.993413	3.650661	1.887327	-0.004917	-0.002961	-0.014171	1.650856	-0.012949	-0.00672	-0.008783	2.458291	-0.007132	-0.001746	0.477615	0.218005	-0.016467	0.031923	-0.00399	-0.000032	-0.009216	1.337064	-0.011723	0.313081	-0.003097	-0.007745	-0.001478	-0.007697	-0.006186	4.52661	0.082493	1.625923	-0.00255	0.84813	-0.010449	-0.018434	0.159578	-0.012791	1.75653	-0.001423	-0.009405	-0.010338	-0.019738	1.685542	0.334782	-0.001639	1.799393	0.333098	0.504547	0.08928	-0.012949	IL	44
4IOA_X:1788-1794_1804-1812	-0.020452	-0.037677	0.323287	3.935184	-0.001987	-0.012295	-0.018916	1.661986	2.846226	-0.017138	0.334003	3.089441	-0.007421	0.2532	-0.007993	-0.000839	0.944035	-0.002092	3.12315	-0.01409	-0.015199	1.908468	-0.014952	0.547612	0.730639	0.288684	-0.002675	2.068865	3.777198	-0.011693	0.941304	-0.012599	-0.006	-0.023568	-0.00303	1.548885	-0.000243	2.998267	-0.015443	2.543423	-0.031609	-0.01663	1.2151	-0.00265	0.041969	-0.011022	-0.008821	-0.012181	0.842846	2.34768	-0.007925	0.320131	-0.003284	-0.019005	1.060388	0.878856	-0.014109	-0.015622	-0.014446	1.630382	0.406514	-0.022621	-0.010638	-0.007551	0.275079	-0.006654	-0.007446	-0.001338	-0.019622	-0.0045	-0.001106	4.150959	0.571084	2.508103	3.683031	-0.020279	-0.004296	0.616903	-0.022754	-0.002001	-0.017342	-0.00314	4.493766	-0.001564	-0.029293	-0.003024	1.918658	1.372351	-0.008989	0.393807	1.84881	-0.016104	3.473235	-0.01636	0.646224	-0.033956	-0.014981	0.870763	0.14128	-0.014238	3.067155	4.581956	-0.008013	1.046462	-0.008732	-0.017936	1.832462	-0.006377	1.271504	-0.011763	-0.005487	-0.014597	2.133231	1.90741	0.004455	-0.01537	-0.007249	3.257083	0.280608	-0.01126	2.555052	0.577439	-0.018812	0.271656	1.102003	0.667651	3.198437	3.062336	IL	1
4V91_1:1562-1564_1573-1575	-0.021641	-0.001955	0.062083	-0.047214	-0.018764	0.204204	2.427872	-0.008514	0.082	-0.035811	-0.00099	0.055544	0.296432	0.101152	0.438116	-0.009162	-0.011725	-0.016569	-0.040768	-0.017125	0.327106	0.558237	-0.007311	-0.002753	-0.001787	-0.007192	-0.011759	-0.049798	-0.030785	-0.008072	-0.010206	-0.010115	0.945662	2.53991	-0.008331	-0.00643	0.474754	-0.042112	-0.014109	-0.041432	4.584131	-0.002844	-0.065585	2.970926	3.877446	0.5476	2.666146	2.033239	-0.013297	-0.029243	2.471586	0.896002	1.07766	-0.004442	-0.00236	-0.004005	-0.002497	0.262259	3.376708	0.389643	0.200202	0.241892	-0.013314	1.33523	-0.024521	2.122965	2.177851	1.599363	-0.02192	-0.017561	0.81116	-0.038157	-0.016735	0.499054	-0.015784	5.051835	-0.023093	-0.015307	-0.000563	1.236016	-0.001529	1.921478	-0.0282	3.039919	2.297887	1.507608	-0.011679	-0.003283	-0.008191	1.538466	0.018054	2.285642	-0.027497	2.650645	-0.007995	4.558653	2.020279	-0.005773	-0.009295	3.488246	-0.020928	-0.019564	-0.003736	-0.009739	3.062807	2.944093	-0.032957	-0.022617	-0.013074	1.755283	1.436183	2.61936	-0.0005	-0.018156	-0.000112	-0.015652	-0.019786	-0.008481	-0.005365	1.438875	-0.016811	-0.000195	5.508003	-0.066324	-0.015789	-0.022861	-0.035403	-0.006969	IL	30
5ZEB_a:241-246_276-283	-0.004094	-0.014183	-0.014717	4.835767	0.886189	-0.008044	-0.012379	-0.007496	-0.002257	2.490742	-0.0012	1.641638	-0.003931	-0.015478	-0.007815	-0.005885	-0.001315	0.012531	0.047761	1.033875	-0.005526	0.441911	-0.024761	-0.004975	-0.007483	-0.019471	-0.004273	4.743371	-0.001315	0.157356	-0.002571	-0.003929	-0.013493	-0.010524	-0.002269	-0.007135	-0.009521	0.65519	0.617209	4.979542	-0.027142	0.360223	3.208366	-0.017698	-0.023943	-0.017437	-0.005358	-0.006391	0.944034	0.918984	-0.018488	-0.011786	0.074261	-0.019921	-0.014099	-0.006006	0.301533	-0.013408	-0.014772	-0.002584	-0.010585	0.119161	-0.006071	-0.013989	0.438201	-0.012591	-0.020354	0.260698	1.635648	2.129094	0.115975	0.168728	-0.013524	-0.006719	-0.006867	-0.028128	0.289354	0.33786	-0.006165	2.6213	-0.010221	-0.006587	0.940819	-0.018756	-0.013278	1.917033	-0.008029	0.191547	0.326883	-0.005519	1.908344	-0.003598	1.269655	-0.011527	-0.016669	-0.017826	-0.005718	-0.017326	0.541516	-0.015585	0.971498	-0.000755	0.117533	0.159108	-0.005321	-0.004711	2.931244	-0.001964	-0.008442	-0.017443	-0.003119	-0.004813	-0.015127	-0.01391	-0.003786	0.129333	-0.010659	-0.010147	-0.005565	-0.018654	1.072073	-0.005104	-0.007149	1.805841	1.808208	1.737988	0.034332	-0.006202	IL	212
1U63_D:9-12_32-39	-0.025994	-0.027915	-0.002528	0.6764	0.18687	-0.009628	-0.007455	-0.00014	-0.00567	-0.004847	0.172359	0.351208	-0.000972	-0.011257	0.896081	-0.00642	-0.019565	-0.015292	0.568192	-0.015654	-0.001932	-0.013043	-0.022823	0.037757	1.808383	0.334071	0.093748	-0.01945	2.0498	-0.016237	-0.009278	-0.017785	0.090327	-0.012604	-0.012775	1.096606	-0.011466	0.783201	-0.024891	-0.017648	-0.00042	-0.035937	0.365312	0.603023	1.130497	-0.015874	1.396074	0.047222	0.174768	1.35639	0.687812	-0.004889	-0.012926	-0.009426	-0.006039	1.453181	0.928949	-0.014587	0.14249	-0.012848	0.671653	-0.015655	-0.010311	-0.005164	-0.002411	0.021612	1.460118	-0.021948	-0.017495	-0.010422	-0.005185	1.164765	0.100646	2.730398	0.533175	0.134522	0.606819	-0.002999	-0.014347	0.019617	0.46441	0.516281	0.177535	1.373117	-0.007818	-0.00119	2.914386	1.622588	-0.005888	0.571954	0.759963	-0.021755	0.96518	0.286784	0.351711	0.839702	-0.017961	1.249903	-0.01045	-0.001311	-0.00483	0.819667	-0.014363	-0.001547	1.79012	-0.003796	-0.004689	0.455747	-0.009239	0.695463	-0.022732	-0.012877	-0.003436	0.298895	-0.002086	-0.003117	-0.016689	3.472764	1.511293	1.336086	1.071094	-0.005521	0.852628	0.764917	-0.015736	-0.024351	2.36483	2.16405	IL	191
